geneid	a1	a2	a3	b1	b2	b3
"Zm00001d037749"	2.00	0.00	0.00	16.00	14.00	14.00
"Zm00001d037751"	44.00	45.00	33.00	20.00	13.00	20.00
"Zm00001d037756"	1613.00	1682.00	1045.00	5962.00	6922.00	3672.00
"Zm00001d037757"	467.00	466.00	426.00	87.00	84.00	97.00
"Zm00001d037759"	14.00	39.00	43.00	70.00	70.00	80.00
"Zm00001d037760"	11.00	15.00	8.00	211.00	162.00	141.00
"Zm00001d037766"	11.00	10.00	3.00	40.00	53.00	53.00
"Zm00001d037768"	0.00	2.43	0.00	16.13	26.36	10.53
"Zm00001d037769"	533.00	605.00	273.00	683.00	481.00	363.00
"Zm00001d037770"	260.17	327.27	259.30	605.72	589.12	479.49
"Zm00001d037771"	199.00	139.00	170.00	134.00	65.00	60.00
"Zm00001d037772"	80.00	96.00	99.00	484.00	351.00	350.00
"Zm00001d037774"	1178.00	1440.00	1214.00	1080.00	1168.00	983.00
"Zm00001d037775"	810.00	965.00	908.00	889.00	925.00	782.00
"Zm00001d037776"	0.00	0.00	0.00	2.00	0.00	0.00
"Zm00001d037777"	818.00	898.00	496.00	1190.00	1130.00	957.00
"Zm00001d037778"	226.00	250.00	143.00	282.00	307.00	225.00
"Zm00001d037779"	5989.00	9336.00	4628.00	6102.00	6682.00	4960.00
"Zm00001d037780"	0.00	0.00	0.00	4.17	2.66	0.00
"Zm00001d037781"	0.00	0.00	0.00	25.00	20.00	9.00
"Zm00001d037782"	0.00	0.00	1.00	2.00	7.00	10.00
"Zm00001d037783"	10.00	9.00	4.00	322.00	304.00	260.00
"Zm00001d037784"	77.00	71.00	21.00	24.00	54.00	22.00
"Zm00001d037785"	24.00	48.00	44.00	30.00	63.00	39.00
"Zm00001d037786"	22.00	1.00	1.00	5.00	3.00	3.00
"Zm00001d037787"	3.00	4.00	6.00	4.00	7.00	0.00
"Zm00001d037790"	434.00	545.00	629.00	370.00	477.00	371.00
"Zm00001d037792"	0.00	0.00	0.00	1.00	1.00	0.00
"Zm00001d037794"	113.00	159.00	110.00	6.00	3.00	3.00
"Zm00001d037795"	0.00	0.00	0.00	0.00	0.00	1.00
"Zm00001d037797"	390.00	597.00	347.00	2117.00	3062.00	2264.00
"Zm00001d037799"	15.00	20.00	18.00	53.00	51.00	39.00
"Zm00001d037803"	44.00	83.00	48.00	124.00	93.00	88.00
"Zm00001d037806"	0.00	1.00	0.00	22.00	22.00	15.00
"Zm00001d037807"	186.00	197.00	242.00	287.00	310.00	268.00
"Zm00001d037808"	316.00	357.00	460.00	439.00	469.00	368.00
"Zm00001d037810"	6.42	6.03	12.03	19.07	12.03	3.00
"Zm00001d037811"	12.00	8.00	9.00	15.00	8.00	7.00
"Zm00001d037813"	18.00	34.00	11.00	125.00	107.00	71.00
"Zm00001d037814"	5.00	1.00	7.00	16.00	12.00	9.00
"Zm00001d037815"	0.00	0.00	0.00	2.00	1.00	0.00
"Zm00001d037816"	48.00	48.00	29.00	18.00	5.00	10.00
"Zm00001d037818"	12.18	33.54	17.30	66.15	34.89	40.26
"Zm00001d037828"	17.00	8.00	6.00	3.00	3.00	1.00
"Zm00001d037829"	4.00	6.00	0.00	58.00	43.00	32.00
"Zm00001d037830"	35.00	50.00	2.00	108.00	82.00	79.00
"Zm00001d037831"	1.00	0.00	4.00	0.00	0.00	0.00
"Zm00001d037832"	79.00	110.00	87.00	178.00	81.00	94.00
"Zm00001d037834"	155.00	150.00	33.00	7.00	4.00	4.00
"Zm00001d037836"	35.00	40.00	29.00	44.00	60.00	49.00
"Zm00001d037837"	6.00	1.00	2.00	0.00	1.00	2.00
"Zm00001d037839"	3.00	4.00	7.00	0.00	0.00	0.00
"Zm00001d037842"	134.00	167.00	131.00	134.00	139.00	96.00
"Zm00001d037843"	1.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d037846"	279.00	319.00	301.00	431.00	415.00	373.00
"Zm00001d037849"	15.00	10.00	4.00	94.00	45.00	100.00
"Zm00001d037852"	86.00	131.00	85.00	348.00	303.00	337.00
"Zm00001d037854"	13.00	6.00	2.00	7.00	16.00	10.00
"Zm00001d037855"	0.00	3.14	0.00	3.65	0.17	8.85
"Zm00001d037856"	243.00	273.00	159.00	288.00	304.00	250.00
"Zm00001d037857"	3.00	2.00	3.00	2.00	0.00	2.00
"Zm00001d037858"	2046.00	2214.00	1826.00	3224.00	2458.00	1901.00
"Zm00001d037859"	792.00	913.00	1004.00	1166.00	1460.00	1121.00
"Zm00001d037860"	69.00	67.00	83.00	135.00	141.00	109.00
"Zm00001d037864"	44.00	86.00	46.00	169.00	107.00	86.00
"Zm00001d037867"	221.00	275.00	214.00	352.00	318.00	257.00
"Zm00001d037868"	10.00	12.00	15.00	113.00	60.00	73.00
"Zm00001d037870"	0.00	0.00	0.00	5.00	1.00	2.00
"Zm00001d037871"	14.00	5.00	10.00	9.00	13.00	7.00
"Zm00001d037872"	11.00	18.00	66.00	59.00	98.00	82.00
"Zm00001d037873"	2365.29	2615.58	2018.85	4845.16	4354.75	3422.01
"Zm00001d037875"	1600.10	1775.24	1192.80	2367.88	2426.69	1847.49
"Zm00001d037876"	3.00	1.00	0.91	2.95	2.01	1.01
"Zm00001d037877"	2066.44	2389.20	1537.24	3111.18	3116.90	2406.38
"Zm00001d037884"	0.00	3.72	0.00	1.31	0.00	0.00
"Zm00001d037886"	184.03	206.57	147.31	229.20	299.64	255.01
"Zm00001d037891"	4.00	2.00	0.00	70.00	31.00	46.00
"Zm00001d037892"	43.00	19.00	31.00	13.00	10.00	8.00
"Zm00001d037893"	0.00	0.00	0.00	0.00	1.00	1.00
"Zm00001d037894"	0.00	3.00	3.00	6.00	8.00	12.00
"Zm00001d037897"	9.00	5.00	0.00	26.00	28.00	19.00
"Zm00001d037898"	0.00	0.00	0.00	3.00	3.00	0.00
"Zm00001d037899"	85.00	68.00	51.00	90.00	92.00	60.00
"Zm00001d037900"	102.00	126.00	69.00	167.00	181.00	147.00
"Zm00001d037901"	0.00	0.00	1.00	0.00	0.00	0.00
"Zm00001d037902"	134.00	142.00	117.00	155.00	203.00	121.00
"Zm00001d037905"	662.17	678.00	527.00	1998.00	2104.00	1590.00
"Zm00001d037910"	0.00	1.00	11.00	0.00	1.00	1.00
"Zm00001d037914"	0.00	1.00	0.00	51.00	85.00	44.00
"Zm00001d037915"	0.00	0.00	0.00	0.00	3.00	0.00
"Zm00001d037916"	6.00	9.00	17.00	20.00	27.00	23.00
"Zm00001d037917"	204.00	197.00	176.00	192.00	201.00	163.00
"Zm00001d037918"	1874.00	2555.00	1467.00	3275.00	3280.00	2808.00
"Zm00001d037920"	39.00	42.00	14.00	28.00	23.00	24.00
"Zm00001d037923"	2.00	2.00	0.00	0.00	0.00	0.00
"Zm00001d037925"	221.00	256.00	263.00	299.00	302.00	217.00
"Zm00001d037926"	320.00	373.00	354.00	627.00	681.00	489.00
"Zm00001d037927"	53.00	42.00	122.00	136.00	178.00	112.00
"Zm00001d037929"	673.00	802.00	559.00	1155.00	1378.00	987.00
"Zm00001d037932"	2.00	1.00	0.00	4.00	3.00	3.00
"Zm00001d037934"	190.00	224.00	298.00	1128.00	1331.00	958.00
"Zm00001d037935"	40.00	43.00	141.00	187.00	286.00	258.00
"Zm00001d037937"	440.00	543.00	301.00	845.00	932.00	799.00
"Zm00001d037939"	0.00	0.00	0.00	0.00	0.00	2.00
"Zm00001d037941"	0.00	0.00	10.00	0.00	0.00	0.00
"Zm00001d037943"	21.00	31.00	19.00	39.00	44.00	48.00
"Zm00001d037944"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d037945"	0.00	0.00	0.00	11.00	3.00	23.00
"Zm00001d037946"	63.00	89.00	72.00	269.00	158.00	136.00
"Zm00001d037949"	2478.00	2960.00	4313.00	365.00	471.00	438.00
"Zm00001d037950"	532.00	589.00	773.00	891.00	922.00	785.00
"Zm00001d037951"	12.00	15.00	19.00	173.00	42.00	56.00
"Zm00001d037952"	12.00	9.25	8.11	30.16	40.22	34.18
"Zm00001d037956"	0.00	0.00	0.00	1.00	3.00	0.00
"Zm00001d037958"	8.00	11.00	12.00	1.00	0.00	1.00
"Zm00001d037961"	154.46	177.38	237.22	516.78	485.16	464.27
"Zm00001d037962"	365.54	421.62	532.78	1123.22	1134.84	875.73
"Zm00001d037966"	623.00	650.00	559.00	544.00	519.00	396.00
"Zm00001d037967"	24.00	37.00	26.00	97.00	100.00	68.00
"Zm00001d037968"	93.00	61.00	62.00	356.00	1049.00	461.00
"Zm00001d037969"	4.00	2.00	3.00	7.00	8.00	11.00
"Zm00001d037970"	41.00	62.00	49.00	198.00	182.00	152.00
"Zm00001d037971"	354.00	436.00	456.00	760.00	763.00	627.00
"Zm00001d037972"	436.00	457.00	510.00	462.00	584.00	436.00
"Zm00001d037973"	0.00	0.00	0.00	25.00	16.00	30.00
"Zm00001d037974"	0.00	0.00	1.00	0.00	0.00	0.00
"Zm00001d037975"	73.00	93.00	85.00	368.00	265.00	258.00
"Zm00001d037976"	8.00	6.00	20.00	0.00	1.00	0.00
"Zm00001d037977"	5.12	2.00	11.82	1.00	1.00	1.00
"Zm00001d037978"	83.00	116.00	247.00	42.00	70.00	55.00
"Zm00001d037979"	33.00	29.00	58.00	16.00	44.00	42.00
"Zm00001d037981"	5.00	5.00	7.00	38.00	25.00	25.00
"Zm00001d037982"	446.00	469.00	455.00	172.00	185.00	169.00
"Zm00001d037983"	11.00	8.69	5.00	1.00	3.00	2.00
"Zm00001d037984"	2409.00	2507.00	2061.00	1966.00	1779.00	1649.00
"Zm00001d037985"	4.00	0.00	9.00	0.00	1.00	0.00
"Zm00001d037988"	0.00	0.00	1.00	0.00	0.00	1.00
"Zm00001d037992"	355.00	442.00	319.00	920.00	857.00	793.00
"Zm00001d037993"	248.00	297.00	248.00	474.00	532.00	410.00
"Zm00001d037994"	0.00	0.00	0.00	1.00	0.00	2.00
"Zm00001d038002"	148.00	172.00	137.00	234.00	258.00	201.00
"Zm00001d038003"	1806.00	2173.00	810.00	5220.00	5384.00	5563.00
"Zm00001d038004"	107.00	182.00	105.00	110.00	124.00	93.00
"Zm00001d038005"	1.00	2.00	24.00	6.00	2.00	7.00
"Zm00001d038006"	141.00	163.00	116.00	406.00	314.00	315.00
"Zm00001d038007"	231.00	264.00	199.00	409.00	464.00	373.00
"Zm00001d038012"	292.00	377.00	390.00	272.00	342.00	287.00
"Zm00001d038015"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d038016"	1.00	0.00	1.00	3.00	0.00	3.00
"Zm00001d038017"	85.67	124.70	160.55	44.56	67.65	35.90
"Zm00001d038018"	80.00	121.00	99.00	12.00	2.00	3.00
"Zm00001d038020"	63.00	72.00	91.00	13.00	5.00	16.00
"Zm00001d038021"	67.00	76.00	57.00	152.00	149.00	108.00
"Zm00001d038022"	821.00	966.00	530.00	890.00	849.00	650.00
"Zm00001d038023"	2767.29	2845.78	5756.46	6554.58	7923.57	6898.19
"Zm00001d038024"	3.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d038027"	179.00	210.00	156.00	134.00	143.00	122.00
"Zm00001d038029"	5.00	1.00	1.00	4.00	1.00	5.00
"Zm00001d038030"	4.00	3.00	1.00	301.00	313.00	266.00
"Zm00001d038031"	0.00	0.00	0.00	0.00	1.00	1.00
"Zm00001d038038"	11.00	15.00	10.00	67.00	70.00	71.00
"Zm00001d038039"	107.00	100.00	106.00	37.00	26.00	30.00
"Zm00001d038045"	17.26	0.00	0.00	0.00	0.51	4.81
"Zm00001d038047"	2807.00	2855.00	2593.00	1535.00	1660.00	1347.00
"Zm00001d038048"	39.00	65.00	33.00	26.00	46.00	36.00
"Zm00001d038049"	105.00	149.00	84.00	215.00	194.00	160.00
"Zm00001d038051"	256.00	264.00	197.00	194.00	252.00	175.00
"Zm00001d038052"	8.00	4.00	4.00	7.00	2.00	0.00
"Zm00001d038054"	20.00	19.00	33.00	10.00	3.00	5.00
"Zm00001d038057"	267.00	291.00	167.00	419.00	453.00	321.00
"Zm00001d038059"	51.00	46.00	53.00	87.00	93.00	60.00
"Zm00001d038060"	37.00	46.00	249.00	24.00	8.00	20.00
"Zm00001d038061"	449.00	404.00	812.00	100.00	113.00	170.00
"Zm00001d038062"	107.00	86.00	55.00	263.00	205.00	151.00
"Zm00001d038063"	17.00	12.00	13.00	4.00	6.00	6.00
"Zm00001d038064"	6.00	14.00	1.00	343.00	483.00	389.00
"Zm00001d038065"	3.00	2.00	18.00	1.00	3.00	4.00
"Zm00001d038066"	479.00	659.00	755.00	208.00	199.00	186.00
"Zm00001d038067"	81.00	96.00	68.00	74.00	28.00	31.00
"Zm00001d038068"	1.00	2.00	1.00	2.00	1.00	1.00
"Zm00001d038070"	0.00	0.00	4.00	10.00	2.00	25.00
"Zm00001d038071"	17.00	28.00	31.00	20.00	27.00	18.00
"Zm00001d038072"	13.00	7.00	13.00	93.00	66.00	90.00
"Zm00001d038073"	0.00	0.00	0.00	2.00	0.00	0.00
"Zm00001d038074"	0.00	0.00	0.00	0.00	1.00	3.00
"Zm00001d038076"	6.00	11.00	5.00	93.00	89.00	61.00
"Zm00001d038079"	0.00	2.49	0.00	0.00	1.43	0.00
"Zm00001d038080"	0.00	2.00	9.00	25.00	17.00	12.00
"Zm00001d038081"	0.00	2.00	0.00	1.00	0.00	0.00
"Zm00001d038082"	52.00	78.00	46.00	116.00	118.00	69.00
"Zm00001d038084"	3034.00	3212.00	2782.00	3435.00	3235.00	2564.00
"Zm00001d038085"	492.00	472.00	610.00	448.00	453.00	409.00
"Zm00001d038087"	3.00	2.00	7.00	2.00	8.00	6.00
"Zm00001d038088"	86.00	170.00	148.00	244.00	236.00	218.00
"Zm00001d038089"	18.00	36.00	40.00	52.00	49.00	47.00
"Zm00001d038091"	550.88	597.44	669.79	1061.00	1324.31	1009.51
"Zm00001d038092"	3.00	2.00	0.00	0.00	2.00	1.00
"Zm00001d038093"	327.00	349.00	325.00	327.00	399.00	337.00
"Zm00001d038097"	98.00	137.00	73.00	284.00	181.00	220.00
"Zm00001d038098"	7.00	4.00	2.00	0.00	0.00	0.00
"Zm00001d038100"	110.00	142.00	89.00	146.00	98.00	90.00
"Zm00001d038101"	64.00	79.00	88.00	115.00	132.00	106.00
"Zm00001d038104"	289.00	337.00	366.00	427.00	408.00	332.00
"Zm00001d038105"	226.00	324.00	345.00	173.00	164.00	156.00
"Zm00001d038106"	315.00	431.00	398.00	421.00	393.00	290.00
"Zm00001d038107"	308.00	331.00	315.00	457.00	434.00	354.00
"Zm00001d038108"	15.00	22.00	24.00	87.00	101.00	64.00
"Zm00001d038109"	31.00	45.00	55.00	38.00	61.00	57.00
"Zm00001d038112"	3.09	2.08	1.00	1.13	1.00	2.25
"Zm00001d038113"	10.00	9.00	17.00	177.00	140.00	138.00
"Zm00001d038114"	29.00	39.00	35.00	59.00	90.00	63.00
"Zm00001d038115"	53.00	125.00	72.00	339.00	589.00	388.00
"Zm00001d038117"	52.00	66.00	34.00	45.00	43.00	35.00
"Zm00001d038118"	237.00	225.00	194.00	309.00	327.00	281.00
"Zm00001d038121"	513.00	578.00	485.00	509.00	441.00	350.00
"Zm00001d038122"	2.00	3.00	3.00	13.00	22.00	16.00
"Zm00001d038123"	212.00	290.00	199.00	599.00	505.00	430.00
"Zm00001d038125"	13.00	18.00	8.00	13.00	6.00	8.75
"Zm00001d038126"	153.00	92.00	46.00	17.00	24.00	12.00
"Zm00001d038127"	191.00	201.00	412.00	124.00	185.00	121.00
"Zm00001d038128"	246.00	224.00	165.00	352.00	238.00	226.00
"Zm00001d038130"	650.00	767.00	994.00	426.00	386.00	328.00
"Zm00001d038131"	1.00	0.00	2.00	0.00	0.00	0.00
"Zm00001d038133"	501.00	538.00	663.00	417.00	490.00	393.00
"Zm00001d038134"	112.00	146.00	117.00	194.00	183.00	169.00
"Zm00001d038135"	0.00	0.00	0.00	3.00	4.00	2.00
"Zm00001d038136"	1137.00	1045.00	1080.00	1399.00	1959.00	1189.00
"Zm00001d038137"	0.00	2.00	4.00	2.00	0.00	1.00
"Zm00001d038138"	0.00	0.00	3.32	0.00	0.00	0.00
"Zm00001d038139"	362.00	392.00	424.00	473.00	548.00	377.00
"Zm00001d038141"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d038142"	197.00	289.00	256.00	226.00	267.00	185.00
"Zm00001d038143"	763.00	924.00	647.00	333.00	269.00	229.00
"Zm00001d038144"	0.00	2.00	2.00	8.00	3.00	9.00
"Zm00001d038146"	3787.00	4025.00	4775.00	1199.00	1187.00	912.00
"Zm00001d038147"	2384.00	2656.00	2257.00	3670.00	3725.00	2851.00
"Zm00001d038149"	191.28	267.45	242.00	440.93	456.60	345.62
"Zm00001d038150"	126.44	153.42	128.00	298.43	290.00	254.69
"Zm00001d038151"	4.00	7.00	25.00	26.00	26.00	23.00
"Zm00001d038152"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d038153"	3.00	5.00	9.00	3.00	1.00	0.00
"Zm00001d038155"	1320.00	1410.00	1405.00	388.00	288.00	212.00
"Zm00001d038156"	264.00	368.00	342.00	536.00	405.00	405.00
"Zm00001d038158"	126.00	151.00	62.00	176.00	160.00	115.00
"Zm00001d038160"	0.00	0.00	5.00	0.00	0.00	0.00
"Zm00001d038161"	6251.00	6798.00	5884.00	2984.00	2837.00	2267.00
"Zm00001d038163"	226995.00	253199.00	154940.00	187479.00	118599.00	147218.00
"Zm00001d038164"	32.00	12.00	55.00	2.00	0.00	0.00
"Zm00001d038165"	2308.00	3077.00	3311.00	3388.00	3179.00	3620.00
"Zm00001d038166"	76.00	80.00	83.00	95.00	108.00	87.00
"Zm00001d038167"	896.00	979.00	3000.00	320.00	408.00	339.00
"Zm00001d038170"	4289.00	5841.00	2590.00	4458.00	3369.00	2690.00
"Zm00001d038171"	120.00	127.00	277.00	189.00	239.00	180.00
"Zm00001d038172"	312.00	395.00	309.00	581.00	601.00	491.00
"Zm00001d038173"	981.00	1202.00	1145.00	684.00	800.00	639.00
"Zm00001d038174"	0.00	1.00	1.00	0.00	9.00	2.00
"Zm00001d038175"	0.00	2.00	0.00	5.00	1.00	1.00
"Zm00001d038176"	3.00	6.00	5.00	94.00	93.00	85.00
"Zm00001d038177"	4.00	0.00	0.00	41.00	19.00	22.00
"Zm00001d038178"	19.00	11.00	34.00	127.00	431.00	186.00
"Zm00001d038180"	0.00	0.00	3.00	8.00	2.00	2.00
"Zm00001d038181"	1411.00	1728.00	1585.00	54.00	33.00	28.00
"Zm00001d038185"	3.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d038186"	259.00	222.00	157.00	514.00	261.00	268.00
"Zm00001d038187"	20.00	23.00	46.90	56.78	37.46	49.50
"Zm00001d038189"	258.00	334.00	200.00	1112.00	935.00	821.00
"Zm00001d038190"	676.00	754.00	766.00	826.00	851.00	736.00
"Zm00001d038191"	69.00	73.00	29.00	145.00	96.00	103.00
"Zm00001d038192"	55.00	40.00	29.00	20.00	5.00	12.00
"Zm00001d038193"	337.00	418.00	370.00	1037.00	1061.00	742.00
"Zm00001d038194"	163.00	186.00	190.00	182.00	167.00	170.00
"Zm00001d038195"	53.00	96.00	134.00	382.00	436.00	369.00
"Zm00001d038196"	20.00	15.00	13.00	5.00	3.00	9.00
"Zm00001d038197"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d038198"	45.00	65.00	28.00	235.00	149.00	158.00
"Zm00001d038199"	3171.00	3858.00	4331.00	122.00	85.00	121.00
"Zm00001d038200"	204.00	254.00	277.00	553.00	687.00	443.00
"Zm00001d038201"	0.00	0.00	0.00	0.00	0.00	4.00
"Zm00001d038203"	0.00	1.00	2.00	4.00	3.00	1.00
"Zm00001d038204"	119.00	119.00	114.00	113.00	115.00	79.00
"Zm00001d038205"	718.00	876.00	847.00	65.00	85.00	72.00
"Zm00001d038206"	26.00	59.00	26.00	124.00	104.00	74.00
"Zm00001d038207"	136.00	145.00	60.00	122.00	99.00	103.00
"Zm00001d038208"	363.00	395.00	415.00	459.00	535.00	383.00
"Zm00001d038209"	4173.00	4916.00	8645.00	2039.00	2440.00	2226.00
"Zm00001d038211"	2.00	1.00	0.00	0.00	2.00	0.00
"Zm00001d038216"	6.00	9.00	65.00	13.00	15.00	29.00
"Zm00001d038217"	30.00	36.00	19.00	150.00	123.00	91.00
"Zm00001d038218"	544.00	600.00	1261.00	697.00	665.00	508.00
"Zm00001d038220"	3.00	3.00	0.00	33.00	66.00	45.00
"Zm00001d038221"	161.00	146.00	335.00	394.00	353.00	307.00
"Zm00001d038222"	46.00	56.00	58.00	32.00	27.00	25.00
"Zm00001d038224"	2862.00	3363.00	4229.00	1430.00	1246.00	1212.00
"Zm00001d038225"	202.00	216.00	322.00	546.00	539.00	498.00
"Zm00001d038226"	1728.00	2067.00	1442.00	166.00	224.00	193.00
"Zm00001d038227"	1341.00	1644.00	1622.00	1810.00	1983.00	1599.00
"Zm00001d038228"	36.00	53.00	22.00	29.00	37.00	38.00
"Zm00001d038229"	766.00	887.00	894.00	313.00	313.00	343.00
"Zm00001d038232"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d038239"	1.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d038240"	10.00	20.00	10.00	13.00	13.00	10.00
"Zm00001d038242"	126.00	145.00	178.00	55.00	61.00	60.00
"Zm00001d038248"	578.00	790.00	867.00	658.00	793.00	632.00
"Zm00001d038249"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d038250"	409.00	576.00	399.00	182.00	240.00	153.00
"Zm00001d038252"	439.00	447.00	498.00	83.00	67.00	50.00
"Zm00001d038257"	55.00	79.00	87.00	178.00	120.00	127.00
"Zm00001d038258"	15.00	27.00	15.00	31.00	18.00	20.00
"Zm00001d038262"	164.00	182.00	140.00	578.00	866.00	552.00
"Zm00001d038263"	20.00	38.00	16.00	8.00	23.00	21.00
"Zm00001d038266"	18.00	19.49	26.00	20.00	36.00	10.00
"Zm00001d038267"	350.00	392.00	276.00	323.00	279.00	329.00
"Zm00001d038268"	33.00	59.00	33.00	49.00	51.00	43.00
"Zm00001d038269"	10.00	2.00	15.00	12.00	7.00	5.00
"Zm00001d038270"	95.00	81.00	70.00	137.00	103.00	92.00
"Zm00001d038271"	1.00	3.00	1.00	9.00	18.00	7.00
"Zm00001d038272"	60.00	64.00	36.00	423.00	344.00	327.00
"Zm00001d038273"	166.00	248.39	255.00	462.29	443.94	355.15
"Zm00001d038274"	303.00	317.00	149.00	12462.00	8871.00	9041.00
"Zm00001d038275"	15.00	7.00	6.00	27.00	25.00	11.00
"Zm00001d038280"	511.00	440.00	1185.00	3173.00	3312.00	3060.00
"Zm00001d038281"	0.00	0.00	0.00	1.00	5.00	1.00
"Zm00001d038282"	3.00	2.00	11.00	2.00	3.00	0.00
"Zm00001d038284"	62.00	68.00	44.00	10.00	6.00	7.00
"Zm00001d038288"	2.00	1.00	50.00	21.00	2.00	13.00
"Zm00001d038289"	9.00	7.00	24.00	29.00	36.00	28.00
"Zm00001d038290"	145.00	155.00	80.00	424.00	460.00	289.00
"Zm00001d038291"	81.00	65.00	202.00	38.00	63.00	35.00
"Zm00001d038292"	44.00	65.99	45.00	78.99	52.00	62.99
"Zm00001d038293"	19.00	26.31	14.94	6.77	2.17	5.98
"Zm00001d038297"	32.00	21.00	20.00	143.00	59.00	64.00
"Zm00001d038299"	104.00	74.00	82.00	29.00	40.00	44.00
"Zm00001d038300"	45.00	33.00	25.00	91.00	33.00	84.00
"Zm00001d038301"	35.00	34.00	109.00	37.00	38.00	37.00
"Zm00001d038302"	23.00	20.00	35.00	7.00	18.00	6.00
"Zm00001d038303"	1.00	8.00	0.00	8.00	4.00	2.00
"Zm00001d038304"	2.00	4.00	0.00	4.00	5.00	2.00
"Zm00001d038306"	57.00	85.00	83.00	77.00	87.00	66.00
"Zm00001d038310"	207.51	385.47	409.23	502.48	549.03	521.98
"Zm00001d038311"	42.00	32.00	24.00	43.00	71.00	63.00
"Zm00001d038312"	15.00	21.00	18.00	3.00	21.00	16.00
"Zm00001d038316"	6.00	5.00	12.00	66.00	77.00	59.00
"Zm00001d038318"	275.00	306.00	278.00	535.00	533.00	435.00
"Zm00001d038319"	2.00	7.00	10.00	6.00	5.00	3.00
"Zm00001d038320"	1.00	4.00	1.00	7.00	4.00	7.00
"Zm00001d038321"	3.00	4.00	5.00	17.00	17.00	7.00
"Zm00001d038325"	11.00	15.00	40.00	52.00	76.00	52.00
"Zm00001d038326"	147.00	206.00	185.00	372.00	417.00	355.00
"Zm00001d038327"	2321.00	1864.00	2279.00	4513.00	5226.00	3916.00
"Zm00001d038328"	107.00	173.00	170.00	95.00	93.00	59.00
"Zm00001d038329"	33.00	54.00	32.00	104.00	122.00	77.00
"Zm00001d038330"	316.00	445.00	378.00	609.00	703.00	542.00
"Zm00001d038331"	19.00	24.00	14.00	20.00	21.00	27.00
"Zm00001d038332"	113.00	128.00	68.00	516.00	523.00	382.00
"Zm00001d038333"	0.00	0.00	0.00	4.00	9.00	2.00
"Zm00001d038334"	15.00	30.00	14.00	1188.00	1243.00	1062.00
"Zm00001d038336"	13.00	13.00	10.00	13.00	13.00	12.00
"Zm00001d038337"	1312.00	1472.00	1601.00	787.00	891.00	724.00
"Zm00001d038338"	17.00	18.00	14.00	60.00	42.00	49.00
"Zm00001d038340"	5.00	4.00	11.00	29.00	22.00	14.00
"Zm00001d038341"	1.00	1.00	0.00	2.00	3.00	6.00
"Zm00001d038342"	0.00	0.00	2.00	1.00	0.00	1.00
"Zm00001d038343"	141.00	187.00	200.00	165.00	170.00	131.00
"Zm00001d038346"	38.00	19.00	32.00	13.00	7.00	10.00
"Zm00001d038348"	41.00	48.00	60.52	18.00	31.00	30.00
"Zm00001d038351"	528.00	513.00	1665.00	992.00	1145.00	885.00
"Zm00001d038352"	52.00	45.00	39.00	89.00	90.00	72.00
"Zm00001d038355"	11.00	9.00	5.00	12.00	10.00	5.00
"Zm00001d038357"	2456.00	2822.00	3890.00	1690.00	1973.00	1348.00
"Zm00001d038358"	2.00	1.00	0.00	18.00	11.00	25.00
"Zm00001d038359"	100.00	134.47	140.00	228.54	241.37	164.97
"Zm00001d038361"	310.00	323.00	354.00	482.00	537.00	416.00
"Zm00001d038362"	276.00	330.00	403.00	338.00	455.00	341.00
"Zm00001d038363"	0.00	1.00	5.85	0.00	0.00	0.00
"Zm00001d038364"	11.10	0.00	16.23	1.00	4.00	0.00
"Zm00001d038365"	928.90	1123.00	846.91	122.00	146.00	151.00
"Zm00001d038366"	521.00	650.00	978.00	183.00	330.00	492.00
"Zm00001d038367"	51.00	59.00	59.00	92.00	127.00	98.00
"Zm00001d038368"	357.00	348.00	427.00	470.00	438.00	377.00
"Zm00001d038371"	0.00	4.00	3.00	1.00	0.00	2.00
"Zm00001d038372"	6.00	9.00	5.00	5.00	7.00	12.00
"Zm00001d038373"	54.00	61.00	22.00	17.00	19.00	9.00
"Zm00001d038374"	1076.00	1336.00	1222.00	2068.00	2325.00	1660.00
"Zm00001d038375"	123.13	143.53	100.42	230.22	181.49	180.38
"Zm00001d038376"	664.00	884.00	652.00	1353.00	1448.00	1068.00
"Zm00001d038377"	40.00	85.00	292.00	83.00	119.00	89.00
"Zm00001d038378"	59.00	59.00	34.00	96.00	95.00	68.00
"Zm00001d038379"	0.00	0.00	2.00	0.00	1.00	0.00
"Zm00001d038380"	326.00	380.00	354.00	561.00	648.00	462.00
"Zm00001d038381"	834.00	1006.00	900.00	1343.00	1718.00	1089.00
"Zm00001d038383"	2.04	4.05	1.03	4.00	2.05	3.99
"Zm00001d038384"	0.00	0.00	0.00	0.00	0.00	1.00
"Zm00001d038387"	44.00	51.00	60.00	0.00	0.00	0.00
